Accession,Organismo,Gen,Producto,Proteína
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,rpsA,30S ribosomal protein S1,WVL19741.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,cmk,(d)CMP kinase,WVL19742.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,M48 family metallopeptidase,WVL19743.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,WVL19744.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,serC,3-phosphoserine/phosphohydroxythreonine transaminase,WVL19745.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,DUF421 domain-containing protein,WVL19746.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ycaO,30S ribosomal protein S12 methylthiotransferase accessory factor YcaO,WVL19747.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,focA,formate transporter FocA,WVL19748.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,pflB,formate C-acetyltransferase,WVL19749.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,sopD2,SPI-2 type III secretion system effector SopD2,WVL19750.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,cytoplasmic protein,WVL23513.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,pflA,pyruvate formate lyase 1-activating protein,WVL19751.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,APC family permease,WVL19752.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,MFS transporter,WVL19753.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,dimethyl sulfoxide reductase anchor subunit family protein,WVL19754.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,dmsB,dimethylsulfoxide reductase iron-sulfur subunit DmsB,WVL19755.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,dmsA,dimethylsulfoxide reductase subunit A,WVL19756.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,serS,serine--tRNA ligase,WVL19757.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,rarA,replication-associated recombination protein RarA,WVL19758.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,lolA,outer membrane lipoprotein chaperone LolA,WVL19759.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ftsK,DNA translocase FtsK,WVL19760.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,lrp,leucine-responsive transcriptional regulator Lrp,WVL19761.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,trxB,thioredoxin-disulfide reductase,WVL19762.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,cydD,heme ABC transporter permease/ATP-binding protein CydD,WVL19763.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,cydC,heme ABC transporter ATP-binding protein/permease CydC,WVL19764.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,aat,leucyl/phenylalanyl-tRNA--protein transferase,WVL19765.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,infA,translation initiation factor IF-1,WVL19767.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,LysR family transcriptional regulator,WVL19768.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,pirin family protein,WVL19769.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,hydrolase,WVL19770.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,tyrosine-type recombinase/integrase,ND
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,hypothetical protein,WVL19771.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,clpA,ATP-dependent Clp protease ATP-binding subunit ClpA,WVL19772.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,clpS,ATP-dependent Clp protease adapter ClpS,WVL19773.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,hypothetical protein,WVL23514.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,cspD,cold shock-like protein CspD,WVL19774.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,macB,macrolide ABC transporter ATP-binding protein/permease MacB,WVL19775.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,macA,macrolide transporter subunit MacA,WVL19776.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,VirK/YbjX family protein,WVL19777.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,ATP-dependent endonuclease,WVL19778.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,lysine exporter LysO family protein,WVL19779.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,hcp,hydroxylamine reductase,WVL19780.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,hcr,NADH oxidoreductase,WVL23515.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,poxB,ubiquinone-dependent pyruvate dehydrogenase,WVL19781.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ltaE,low-specificity L-threonine aldolase,WVL19782.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,DUF2867 domain-containing protein,WVL19783.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,NAD-dependent epimerase/dehydratase family protein,WVL19784.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,N-acetylmuramoyl-L-alanine amidase,WVL19785.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,heavy metal-binding domain-containing protein,WVL19786.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,lipoprotein,WVL19787.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,artP,arginine ABC transporter ATP-binding protein ArtP,WVL19788.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,artI,arginine ABC transporter substrate-binding protein ArtI,WVL19789.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,artQ,arginine ABC transporter permease ArtQ,WVL19790.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,artM,arginine ABC transporter permease ArtM,WVL19791.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,artJ,arginine ABC transporter substrate-binding protein ArtJ,WVL19792.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,sulfatase,WVL19793.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,PTS sugar transporter subunit IIB,WVL19794.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,PTS sugar transporter subunit IIC,WVL19795.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,rlmC,23S rRNA (uracil(747)-C(5))-methyltransferase RlmC,WVL19796.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,YbjO family protein,WVL23516.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,potI,putrescine ABC transporter permease PotI,WVL19797.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,potH,putrescine ABC transporter permease PotH,WVL19798.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,potG,putrescine ABC transporter ATP-binding subunit PotG,WVL19799.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,potF,spermidine/putrescine ABC transporter substrate-binding protein PotF,WVL23517.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,YbjN domain-containing protein,WVL19800.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,rimK,30S ribosomal protein S6--L-glutamate ligase,WVL19801.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,nfsA,nitroreductase NfsA,WVL19802.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,YbjC family protein,WVL19803.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,GrxA family glutaredoxin,WVL19804.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,inner membrane protein YbjM,WVL19805.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,aspartate:alanine antiporter,WVL19806.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,TetR/AcrR family transcriptional regulator,WVL19807.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,MFS transporter,WVL19808.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,Cof-type HAD-IIB family hydrolase,WVL19809.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,MFS transporter,WVL19810.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ybjG,undecaprenyl-diphosphate phosphatase,WVL23518.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,deoR,DNA-binding transcriptional repressor DeoR,WVL19811.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,dacC,serine-type D-Ala-D-Ala carboxypeptidase,WVL19812.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,glutathione S-transferase family protein,WVL19813.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,PQQ-dependent sugar dehydrogenase,ND
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,IS1 family transposase,ND
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,GntP family permease,WVL19814.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,LysR family transcriptional regulator,WVL19815.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,electron transfer flavoprotein-ubiquinone oxidoreductase,WVL19816.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,acyl-CoA dehydrogenase family protein,WVL19817.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,hypothetical protein,WVL19818.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,electron transfer flavoprotein subunit alpha/FixB family protein,WVL19819.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,electron transfer flavoprotein subunit beta/FixA family protein,WVL19820.2
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,CoA ester lyase,WVL19821.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,IS4 family transposase,ND
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,bssR,biofilm formation regulator BssR,WVL19822.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,rimO,30S ribosomal protein S12 methylthiotransferase RimO,WVL19823.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,gsiD,glutathione ABC transporter permease GsiD,WVL19824.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,gsiC,glutathione ABC transporter permease GsiC,WVL19825.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,gsiB,glutathione ABC transporter substrate-binding protein GsiB,WVL19826.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,gsiA,glutathione ABC transporter ATP-binding protein GsiA,WVL19827.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,iaaA,beta-aspartyl-peptidase,WVL19828.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,moeA,molybdopterin molybdotransferase MoeA,WVL19829.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,moeB,molybdopterin-synthase adenylyltransferase MoeB,WVL19830.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,glycyl-radical enzyme activating protein,WVL19831.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,glycyl radical protein,WVL19832.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,Cof-type HAD-IIB family hydrolase,WVL19833.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,DUF1479 domain-containing protein,WVL19834.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,hypothetical protein,ND
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,Cof-type HAD-IIB family hydrolase,ND
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,DUF4261 domain-containing protein,WVL23519.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,ABC-F family ATPase,WVL19835.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ldtB,"L,D-transpeptidase",WVL19836.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,anion transporter,WVL19837.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,mntR,manganese-binding transcriptional regulator MntR,WVL19838.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,mntS,manganase accumulation protein MntS,WVL19839.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,phosphoethanolamine transferase,WVL19840.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ompX,outer membrane protein OmpX,WVL19841.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,rhtA,threonine/homoserine exporter RhtA,WVL19842.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,dps,DNA starvation/stationary phase protection protein Dps,WVL19843.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,glnH,glutamine ABC transporter substrate-binding protein GlnH,WVL19844.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,glnP,glutamine ABC transporter permease GlnP,WVL19845.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,glnQ,glutamine ABC transporter ATP-binding protein GlnQ,WVL19846.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ybiO,mechanosensitive channel protein,WVL19847.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,rlmF,23S rRNA (adenine(1618)-N(6))-methyltransferase RlmF,WVL19848.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,DksA/TraR family C4-type zinc finger protein,WVL19849.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ybiJ,DUF1471 family protein YbiJ,WVL19850.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ybiB,DNA-binding protein YbiB,WVL19851.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,dinG,ATP-dependent DNA helicase DinG,WVL19852.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,rhlE,ATP-dependent RNA helicase RhlE,WVL19853.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,adhE,bifunctional acetaldehyde-CoA/alcohol dehydrogenase,WVL23520.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,transketolase family protein,WVL19854.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,transketolase,WVL19855.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,SDR family NAD(P)-dependent oxidoreductase,WVL19856.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,MFS transporter,WVL19857.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,LysR substrate-binding domain-containing protein,ND
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,cecR,transcriptional regulator CecR,WVL19858.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,hlyD,secretion protein HlyD,WVL19859.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,ATP-binding cassette domain-containing protein,WVL19860.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,ABC transporter permease,WVL19861.1
