Archivo_aln,Accession,Organismo,Gen,Producto,Proteína
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,cysN,sulfate adenylyltransferase subunit CysN,WVL22123.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,cysC,adenylyl-sulfate kinase,WVL22124.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,DUF3561 family protein,WVL22125.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ftsB,cell division protein FtsB,WVL22126.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,WVL22127.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ispF,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",WVL22128.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,truD,tRNA pseudouridine(13) synthase TruD,WVL22129.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,surE,5'/3'-nucleotidase SurE,WVL22130.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,protein-L-isoaspartate(D-aspartate) O-methyltransferase,WVL22131.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,peptidase,WVL23417.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,nlpD,murein hydrolase activator NlpD,WVL23418.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,rpoS,RNA polymerase sigma factor RpoS,WVL22132.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,non-oxidative hydroxyarylic acid decarboxylases subunit D,WVL22133.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,non-oxidative hydroxyarylic acid decarboxylases subunit C,WVL22134.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,non-oxidative hydroxyarylic acid decarboxylases subunit B,WVL22135.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,MarR family winged helix-turn-helix transcriptional regulator,WVL22136.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ygbI,DNA-binding transcriptional repressor YgbI,WVL22137.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ltnD,L-threonate dehydrogenase,WVL22138.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,otnK,3-oxo-tetronate kinase,WVL22139.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,aldolase,WVL22140.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,HPr family phosphocarrier protein,WVL22141.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,denD,D-erythronate dehydrogenase,WVL22142.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,GntP family permease,WVL22143.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,LysR substrate-binding domain-containing protein,WVL22144.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,MFS transporter,WVL22145.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,DUF4440 domain-containing protein,WVL22146.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,mutS,DNA mismatch repair protein MutS,WVL22147.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,cytoplasmic protein,ND
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,transposase,ND
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,IS3 family transposase,ND
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,IS3 family transposase,ND
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,hypothetical protein,WVL22148.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,DUF1493 family protein,WVL22149.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,STM2901 family protein,WVL22150.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,invH,SPI-1 type III secretion system invasion lipoprotein InvH,WVL22151.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,invF,type III secretion system transcriptional activator InvF,WVL23419.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,invG,type III secretion system outer membrane ring protein InvG,WVL22152.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,invE,type III secretion system gatekeeper InvE,WVL22153.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,invA,type III secretion system export apparatus protein InvA,WVL22154.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,spaK,SPI-1 type III secretion system chaperone SpaK,WVL22155.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,invC,SctN family type III secretion system ATPase InvC,WVL22156.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,spaM,SPI-1 type III secretion system protein SpaM,WVL22157.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,spaN,SPI-1 type III secretion system protein SpaN,WVL22158.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,spaO,SPI-1 type III secretion system protein SpaO,WVL22159.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,spaP,SPI-1 type III secretion system export apparatus protein SpaP,WVL22160.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,spaQ,SPI-1 type III secretion system export apparatus protein SpaQ,WVL22161.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,spaR,SPI-1 type III secretion system export apparatus protein SpaR,WVL22162.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,spaS,SPI-1 type III secretion system export apparatus protein SpaS,WVL22163.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,sicA,SycD/LcrH family type III secretion system chaperone SicA,WVL22164.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,sipB,SPI-1 type III secretion system needle tip complex protein SipB,WVL22165.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,sipC,SPI-1 type III secretion system needle tip complex protein SipC,WVL22166.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,sipD,SPI-1 type III secretion system needle tip complex protein SipD,WVL22167.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,sipA,SPI-1 type III secretion system effector SipA,WVL22168.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,acyl carrier protein,WVL22169.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,hypothetical protein,WVL22170.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,sicP,chaperone SicP,WVL22171.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,sptP,SPI-1 type III secretion system effector GTPase-activating protein SptP,WVL22172.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,iagB,SPI-1 type III secretion system invasion protein IagB,WVL22173.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,hilA,transcriptional regulator HilA,WVL22174.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,hilD,transcriptional regulator HilD,WVL22175.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,prgH,type III secretion system inner membrane ring protein PrgH,WVL22176.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,prgI,type III secretion system needle filament protein PrgI,WVL22177.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,prgJ,type III secretion system inner rod protein PrgJ,WVL22178.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,prgK,type III secretion system inner membrane ring lipoprotein PrgK,WVL22179.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,orgA,oxygen-regulated invasion protein OrgA,WVL22180.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,orgB,type III secretion system linker protein OrgB,WVL22181.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,type III secretion system effector protein OrgC,WVL23420.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,hilC,invasion transcriptional regulator HilC,WVL22182.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,sprB,transcriptional regulator SprB,WVL22183.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,avrA,type III secretion system YopJ family effector AvrA,ND
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,sitD,iron/manganese ABC transporter permease subunit SitD,WVL22184.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,sitC,iron/manganese ABC transporter permease subunit SitC,WVL22185.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,sitB,iron/manganese ABC transporter ATP-binding protein SitB,WVL22186.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,sitA,iron/manganese ABC transporter substrate-binding protein SitA,WVL22187.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,nitrous oxide-stimulated promoter family protein,WVL22188.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,flhA,formate hydrogenlyase transcriptional activator FlhA,WVL22189.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,hypE,hydrogenase expression/formation protein HypE,WVL22190.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,hypD,hydrogenase formation protein HypD,WVL22191.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,hypC,hydrogenase 3 maturation protein HypC,WVL22192.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,hypB,hydrogenase nickel incorporation protein HypB,WVL22193.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,hypA,hydrogenase maturation nickel metallochaperone HypA,WVL22194.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,hycA,formate hydrogenlyase regulator HycA,WVL22195.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,hycB,formate hydrogenlyase subunit HycB,WVL22196.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,hycC,formate hydrogenlyase subunit 3,WVL22197.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,respiratory chain complex I subunit 1 family protein,WVL22198.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,hycE,formate hydrogenlyase subunit HycE,WVL22199.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,hycF,formate hydrogenlyase subunit HycF,WVL22200.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,hycG,formate hydrogenlyase subunit HycG,WVL22201.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,formate hydrogenlyase maturation HycH family protein,WVL22202.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,hycI,hydrogenase maturation peptidase HycI,WVL22203.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,hypothetical protein,WVL22204.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,hydN,electron transport protein HydN,WVL22205.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,hypF,carbamoyltransferase HypF,WVL22206.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,norW,NADH:flavorubredoxin reductase NorW,WVL22207.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,norV,anaerobic nitric oxide reductase flavorubredoxin,WVL22208.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,norR,nitric oxide reductase transcriptional regulator NorR,WVL22209.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,gutQ,arabinose-5-phosphate isomerase GutQ,WVL22210.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,srlR,glucitol operon DNA-binding transcriptional repressor SrlR,WVL22211.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,gutM,transcriptional regulator GutM,WVL22212.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,srlD,sorbitol-6-phosphate dehydrogenase,WVL22213.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,srlB,PTS glucitol/sorbitol transporter subunit IIA,WVL22214.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,srlE,PTS glucitol/sorbitol transporter subunit IIB,WVL22215.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,srlA,PTS glucitol/sorbitol transporter subunit IIC,WVL22216.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,mltB,lytic murein transglycosylase B,WVL22217.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,hypothetical protein,WVL22218.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,pncC,nicotinamide-nucleotide amidase,WVL23421.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,recA,recombinase RecA,WVL22219.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,recX,recombination regulator RecX,WVL22220.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,alaS,alanine--tRNA ligase,WVL22221.1
